date,home,away,elo_home,elo_away,pred_margin,p_home_win,actual_margin,season
2022-09-23,Leinster,Benetton,7.641350855912668,-0.9408959149072538,14.582246770819921,0.8494791066308021,32,2022-23
2022-09-23,Zebre,Sharks,-9.25729129688836,5.43374014687929,-8.691031443767649,0.26882015658126734,-5,2022-23
2022-09-23,Glasgow,Cardiff,-2.7823158052411037,-6.104864726893076,9.322548921651972,0.7457495316150359,28,2022-23
2022-09-24,Ospreys,Lions,-0.8744901151476676,-2.9142707119708335,8.039780596823167,0.7157280243569154,-1,2022-23
2022-09-24,Stormers,Connacht,5.173816873712751,-4.606496005096464,15.780312878809214,0.8684664295337902,23,2022-23
2022-09-24,Bulls,Edinburgh,7.22353024765037,3.453599108105587,9.769931139544783,0.7558147607333427,2,2022-23
2022-09-24,Scarlets,Ulster,-1.679952628667279,6.521214168826961,-2.20116679749424,0.4379727165151388,-16,2022-23
2022-09-25,Dragons,Munster,-9.130331442807915,2.843657246532322,-5.973988689340237,0.33589699715744764,6,2022-23
2022-09-30,Bulls,Connacht,6.446537133695891,-5.328464717215542,17.775001850911433,0.8962804267741821,14,2022-23
2022-09-30,Ulster,Leinster,7.901097489077537,9.183126178830676,4.71797131024686,0.6310395554736463,-7,2022-23
2022-09-30,Cardiff,Lions,-7.972609834727878,-2.0102926522885167,0.037682817560638515,0.5010661880336049,-13,2022-23
2022-10-01,Stormers,Edinburgh,5.895785585831829,4.230592222060065,7.665193363771764,0.7066521973549694,16,2022-23
2022-10-01,Benetton,Scarlets,-2.4826712378252616,-3.059835948917855,6.5771647110925935,0.679558861086045,11,2022-23
2022-10-01,Ospreys,Glasgow,-1.7784681748299844,-0.9145706974063008,5.136102522576317,0.6421690338342807,15,2022-23
2022-10-01,Munster,Zebre,1.6462583775982982,-8.888188152511594,16.534446530109893,0.8795330649430477,16,2022-23
2022-10-01,Dragons,Sharks,-7.932932573873891,5.064637002502526,-6.997569576376416,0.309847897734092,-1,2022-23
2022-10-07,Edinburgh,Lions,3.3971115584372416,-0.7065243705324529,10.103635928969695,0.7631802460935675,-3,2022-23
2022-10-07,Connacht,Munster,-4.950964532124399,1.5928137245873089,-0.5437782567117075,0.48461827134351265,9,2022-23
2022-10-08,Glasgow,Bulls,-1.9009604451486692,6.069036948604747,-1.9699973937534168,0.44444214185832537,14,2022-23
2022-10-08,Zebre,Stormers,-8.834743499500604,6.729266249454653,-9.564009748955257,0.2487912045715826,-17,2022-23
2022-10-08,Leinster,Sharks,10.354923309855362,4.464880044864884,11.890043264990478,0.8004600077599885,20,2022-23
2022-10-08,Scarlets,Cardiff,-3.502119477808596,-9.276378116483942,11.774258638675345,0.7981562924275158,-6,2022-23
2022-10-08,Ulster,Ospreys,6.729300358052851,-0.792078427087616,13.521378785140467,0.8312113161290606,30,2022-23
2022-10-09,Benetton,Dragons,-2.040387708934521,-7.333175616236249,11.29278790730173,0.7884072400416549,20,2022-23
2022-10-14,Ospreys,Stormers,-2.4399405485735697,7.472865274559128,-3.9128058231326976,0.39069658312017996,0,2022-23
2022-10-14,Connacht,Leinster,-3.996586706453228,11.165918983356315,-9.162505689809542,0.25790324836341605,-10,2022-23
2022-10-15,Lions,Ulster,0.6038392223645166,8.377162479538804,-1.7733232571742867,0.4499579420399533,-2,2022-23
2022-10-15,Sharks,Glasgow,3.653884371363932,-0.30396070577332757,9.95784507713726,0.7599774873786687,28,2022-23
2022-10-15,Cardiff,Dragons,-7.498952252616407,-8.203896825506076,6.704944572889669,0.682794653911418,17,2022-23
2022-10-15,Edinburgh,Benetton,2.086747965540272,-1.1696664996646937,9.256414465204966,0.7442433939287603,45,2022-23
2022-10-15,Scarlets,Zebre,-5.279545341676131,-9.578342524605079,10.298797182928947,0.7674305468545584,24,2022-23
2022-10-15,Munster,Bulls,0.6384358989161381,4.472037209229406,2.1663986896867327,0.5610552904918216,14,2022-23
2022-10-21,Benetton,Bulls,-3.244025053144197,3.288677078198079,-0.5327021313422762,0.4849314285293306,-22,2022-23
2022-10-21,Connacht,Scarlets,-4.0803361374722735,-3.909425059969025,5.8290889224967515,0.6603470811607256,22,2022-23
2022-10-22,Zebre,Edinburgh,-10.948462806312184,4.161106519019776,-9.109569325331961,0.25911741736242677,-19,2022-23
2022-10-22,Leinster,Munster,11.24966841437536,1.8217960299474647,15.427872384427896,0.8630609590634106,14,2022-23
2022-10-22,Cardiff,Stormers,-6.469446709905374,7.081584692245858,-7.551031402151232,0.2961402776058816,6,2022-23
2022-10-23,Dragons,Ospreys,-9.23340236821711,-2.0486599662603,-1.18474240195681,0.4665185621680475,7,2022-23
2022-10-28,Scarlets,Leinster,-5.52651616771935,11.106881175932571,-10.633397343651922,0.2253820834684076,-30,2022-23
2022-10-28,Glasgow,Benetton,-2.108176198059602,-5.39075484000997,9.28257864195037,0.7448398099006681,37,2022-23
2022-10-29,Lions,Stormers,0.5811715480819453,5.7264815520307355,0.85468999605121,0.5241676087533883,-9,2022-23
2022-10-29,Dragons,Zebre,-8.41492812802143,-11.937505873778989,9.522577745757559,0.7502765031402507,40,2022-23
2022-10-29,Munster,Ulster,1.9645832683902544,8.399830153821375,-0.43524688543112067,0.48768717636984854,-1,2022-23
2022-10-29,Ospreys,Connacht,-2.8671342064559813,-2.4632450297219486,5.596110823265967,0.6542747122833559,-3,2022-23
2022-10-30,Bulls,Sharks,5.435406865063852,5.458099863650206,5.977307001413646,0.6641888263483482,13,2022-23
2022-10-30,Cardiff,Edinburgh,-5.11434356969025,5.15014958648658,-4.2644931561768304,0.38115592318386554,-8,2022-23
2022-11-25,Ulster,Zebre,8.456305465278263,-13.985248099203233,28.441553564481495,0.9781591017514988,21,2022-23
2022-11-25,Stormers,Scarlets,6.711950551635857,-7.463176433354159,20.175126984990015,0.9237648385179468,17,2022-23
2022-11-26,Munster,Connacht,1.9081079569333665,-1.6036339473953518,9.51174190432872,0.7500323721296093,7,2022-23
2022-11-26,Benetton,Edinburgh,-7.4624969758149335,5.523700270868897,-6.9861972466838305,0.31013243877245256,7,2022-23
2022-11-26,Bulls,Ospreys,6.137676164922487,-3.726745288782578,15.864421453705065,0.8697343537823248,17,2022-23
2022-11-26,Leinster,Glasgow,13.04354144156738,-0.03643406225463863,19.079975503822016,0.9120024908428899,35,2022-23
2022-11-27,Sharks,Cardiff,4.755830563791571,-5.487894254072567,16.243724817864138,0.8753471107264053,-35,2022-23
2022-11-27,Lions,Dragons,-0.40429745152317575,-6.3671859025971855,11.96288845107401,0.8019012318869674,8,2022-23
2022-12-02,Sharks,Ospreys,0.13145808200515763,-3.8403031434120716,9.971761225417229,0.7602842157885439,15,2022-23
2022-12-02,Edinburgh,Munster,4.125080546200514,1.6569337665004946,8.468146779700021,0.7259393813121914,-21,2022-23
2022-12-03,Stormers,Dragons,6.394437853136855,-5.970897057489784,18.36533491062664,0.9036282696490914,8,2022-23
2022-12-03,Zebre,Glasgow,-13.241092742755082,-1.128436511872437,-6.112656230882646,0.33231789569085946,-28,2022-23
2022-12-03,Connacht,Benetton,-1.3524597569624799,-6.06387725114655,10.71141749418407,0.7762755619119461,19,2022-23
2022-12-03,Bulls,Cardiff,6.251234019551981,-0.8635217722861537,13.114755791838133,0.8238466927924188,36,2022-23
2022-12-03,Leinster,Ulster,14.135543891185177,7.712150108830113,12.423393782355067,0.8108659209586384,9,2022-23
2022-12-04,Lions,Scarlets,-0.8005862966305768,-7.145663734855157,12.34507743822458,0.8093592170222897,17,2022-23
2022-12-23,Glasgow,Edinburgh,1.0602978650392982,1.1782658682305116,5.882031996808786,0.6617212806865674,6,2022-23
2022-12-23,Connacht,Ulster,-0.5236015063808869,8.05448948706562,-2.578090993446507,0.42746047349510885,-2,2022-23
2022-12-23,Sharks,Lions,0.6342819594634348,-0.33509404045303476,6.969375999916469,0.6894464772343405,27,2022-23
2022-12-23,Stormers,Bulls,5.3579043620741915,7.939758440368167,3.4181459217060235,0.5957732878761158,10,2022-23
2022-12-24,Benetton,Zebre,-6.8927355017281435,-15.429827119666818,14.537091617938675,0.848729450713174,33,2022-23
2022-12-26,Dragons,Cardiff,-4.934363566427121,-2.55204619310234,3.6176826266752196,0.6012458809390347,-5,2022-23
