match_id,season,section,home,away,home_score,away_score,venue,date,home_form,home_attack,home_defence,home_rest_days,home_changed_continent,away_form,away_attack,away_defence,away_rest_days,away_changed_continent,elo_home,elo_away,elo_diff,form_diff,rest_diff,cross_continent,altitude,playoff,margin,home_win
101,2021-22,Round 14,Connacht,Leinster,8,45,Galway Sportsgrounds,2022-03-26,-16.4,17.6,34.0,22.0,0,17.6,30.0,12.4,14.0,0,-2.52849135626192,9.910473434721371,-12.438964790983292,-34.0,8.0,0,0,0,-37,0
102,2021-22,Round 14,Cardiff,Glasgow,32,28,Cardiff Arms Park,2022-03-26,-22.4,14.8,37.2,6.0,1,4.4,21.6,17.2,8.0,0,-6.367742480309964,2.524961846353712,-8.892704326663676,-26.799999999999997,-2.0,0,0,0,4,1
103,2021-22,Round 15,Glasgow,Zebre,40,12,Scotstoun Stadium,2022-04-01,-0.8,18.8,19.6,6.0,0,-28.0,13.2,41.2,6.0,0,1.835691413687344,-15.966588471606478,17.80227988529382,27.2,0.0,0,0,0,28,1
104,2021-22,Round 15,Sharks,Dragons,51,3,Kings Park Stadium,2022-04-01,12.4,27.6,15.2,6.0,0,-25.4,10.0,35.4,6.0,0,3.31334089775464,-7.748826743232383,11.062167640987024,37.8,0.0,1,0,0,48,1
105,2021-22,Round 15,Benetton,Connacht,17,21,Stadio Comunale di Monigo,2022-04-02,-21.0,12.4,33.4,8.0,0,-19.4,15.2,34.6,7.0,0,-6.500963072866921,-4.884594877163591,-1.6163681957033296,-1.6000000000000014,1.0,0,0,0,-4,0
106,2021-22,Round 15,Lions,Edinburgh,15,9,Ellis Park Stadium,2022-04-02,1.8,23.6,21.8,8.0,0,3.6,24.2,20.6,7.0,0,-0.5532695721968581,6.055149403614879,-6.6084189758117375,-1.8,1.0,1,1,0,6,1
107,2021-22,Round 15,Stormers,Ospreys,29,13,Cape Town Stadium,2022-04-02,21.6,33.4,11.8,7.0,0,-12.4,18.2,30.6,8.0,0,5.831112654232096,-6.018925633225963,11.850038287458059,34.0,-1.0,1,0,0,16,1
108,2021-22,Round 15,Munster,Leinster,19,34,Thomond Park,2022-04-02,19.4,36.8,17.4,8.0,0,21.2,33.8,12.6,7.0,0,7.8835815931886,12.266576955623044,-4.382995362434444,-1.8000000000000007,1.0,0,0,0,-15,0
109,2021-22,Round 15,Scarlets,Cardiff,35,20,Parc y Scarlets,2022-04-02,-5.2,26.2,31.4,7.0,0,-16.8,19.2,36.0,7.0,0,-2.7441648653129347,-5.678472047643597,2.934307182330662,11.600000000000001,0.0,0,0,0,15,1
110,2021-22,Round 15,Bulls,Ulster,34,16,Loftus Versfeld Stadium,2022-04-02,23.2,41.6,18.4,7.0,0,14.0,26.0,12.0,7.0,0,5.1406331264333645,7.769719238714753,-2.6290861122813887,9.2,0.0,1,1,0,18,1
111,2021-22,Round 13,Sharks,Lions,37,10,Kings Park Stadium,2022-04-09,20.6,32.0,11.4,8.0,0,4.6,24.0,19.4,7.0,0,4.607124133655938,0.1075723253843156,4.499551808271622,16.0,1.0,0,0,0,27,1
112,2021-22,Round 13,Stormers,Bulls,19,17,Cape Town Stadium,2022-04-09,20.4,32.8,12.4,7.0,0,28.2,44.0,15.8,7.0,0,5.64610882548629,6.603541737661503,-0.9574329121752134,-7.800000000000001,0.0,0,0,0,2,1
113,2021-22,Round 8,Cardiff,Scarlets,14,49,Cardiff Arms Park,2022-04-09,-20.2,17.4,37.6,7.0,0,-1.0,28.6,29.6,7.0,0,-6.2850413294105305,-2.137595583546001,-4.1474457458645295,-19.2,0.0,0,0,0,-35,0
114,2021-22,Round 10,Scarlets,Dragons,27,38,Parc y Scarlets,2022-04-16,1.0,31.4,30.4,7.0,0,-31.2,7.8,39.0,15.0,1,1.0476598418675462,-9.04260997913368,10.090269821001225,32.2,-8.0,0,0,0,-11,0
115,2021-22,Round 16,Ulster,Munster,17,24,Ravenhill Stadium,2022-04-22,6.4,22.8,16.4,20.0,1,16.8,38.4,21.6,20.0,0,6.306810627486614,6.221881129432044,0.08492949805456984,-10.4,0.0,0,0,0,-7,0
116,2021-22,Round 16,Stormers,Glasgow,32,7,Cape Town Stadium,2022-04-22,21.2,33.2,12.0,13.0,0,4.4,24.2,19.8,21.0,1,5.341852116703811,2.255463425157961,3.0863886915458503,16.799999999999997,-8.0,1,0,0,25,1
117,2021-22,Round 16,Edinburgh,Zebre,29,26,Edinburgh Rugby Stadium,2022-04-22,6.2,24.6,18.4,20.0,1,-26.0,14.2,40.2,21.0,0,5.394307506033705,-16.386360483077095,21.7806679891108,32.2,-1.0,0,0,0,3,1
118,2021-22,Round 16,Bulls,Benetton,46,29,Loftus Versfeld Stadium,2022-04-23,20.2,38.4,18.2,14.0,0,-21.8,13.2,35.0,21.0,1,6.907798446443982,-7.339326253296588,14.24712469974057,42.0,-7.0,1,1,0,17,1
119,2021-22,Round 16,Dragons,Scarlets,19,38,Rodney Parade,2022-04-23,-29.0,12.8,41.8,7.0,0,2.2,32.8,30.6,7.0,0,-6.333582997033558,-1.661367140232577,-4.672215856800981,-31.2,0.0,0,0,0,-19,0
120,2021-22,Round 16,Lions,Connacht,30,33,Ellis Park Stadium,2022-04-23,3.6,24.0,20.4,14.0,0,-14.6,17.0,31.6,21.0,1,-1.5424724937885226,-4.0462316967339245,2.503759202945402,18.2,-7.0,1,1,0,-3,0
121,2021-22,Round 16,Sharks,Leinster,28,23,Kings Park Stadium,2022-04-23,21.6,33.6,12.0,14.0,0,19.8,34.8,15.0,21.0,1,6.257168952828776,13.9282774193796,-7.671108466550825,1.8000000000000007,-7.0,1,0,0,5,1
122,2021-22,Round 16,Cardiff,Ospreys,6,22,Cardiff Arms Park,2022-04-23,-20.0,17.8,37.8,14.0,0,-11.8,17.0,28.8,21.0,1,-9.470296754824078,-5.833921804480156,-3.6363749503439218,-8.2,-7.0,0,0,0,-16,0
123,2021-22,Round 17,Munster,Cardiff,42,21,Musgrave Park,2022-04-29,15.4,36.4,21.0,7.0,0,-19.8,15.0,34.8,6.0,0,7.530374079237502,-11.306659259789686,18.837033339027187,35.2,1.0,0,0,0,21,1
124,2021-22,Round 17,Bulls,Glasgow,29,17,Loftus Versfeld Stadium,2022-04-29,22.6,41.8,19.2,6.0,0,-2.6,23.0,25.6,7.0,0,6.583085976469925,0.6641022943125465,5.9189836821573785,25.200000000000003,-1.0,1,1,0,12,1
125,2021-22,Round 17,Stormers,Leinster,20,13,Cape Town Stadium,2022-04-30,16.6,28.6,12.0,8.0,0,17.2,35.2,18.0,7.0,0,6.933213247549226,13.261166572724518,-6.327953325175292,-0.5999999999999979,1.0,1,0,0,7,1
126,2021-22,Round 17,Lions,Benetton,37,29,Ellis Park Stadium,2022-04-30,4.6,27.4,22.8,7.0,0,-23.2,18.4,41.6,7.0,0,-2.692848414083062,-7.014613783322531,4.321765369239468,27.799999999999997,0.0,1,1,0,8,1
127,2021-22,Round 17,Zebre,Dragons,23,18,Stadio Sergio Lanfranchi,2022-04-30,-25.6,15.0,40.6,8.0,0,-30.4,16.6,47.0,7.0,0,-13.908293684166017,-8.36636141135346,-5.5419322728125575,4.799999999999997,1.0,0,0,0,5,1
128,2021-22,Round 17,Sharks,Connacht,41,21,Kings Park Stadium,2022-04-30,19.2,31.8,12.6,7.0,0,-15.2,17.8,33.0,7.0,0,6.924279799483859,-2.895855776439384,9.820135575923242,34.4,0.0,1,0,0,20,1
129,2021-22,Round 17,Ospreys,Scarlets,54,36,Liberty Stadium,2022-04-30,-9.4,16.8,26.2,7.0,0,15.0,38.0,23.0,7.0,0,-3.997559299514548,0.371411274087325,-4.368970573601873,-24.4,0.0,0,0,0,18,1
130,2021-22,Round 17,Edinburgh,Ulster,10,16,Edinburgh Rugby Stadium,2022-04-30,9.6,26.4,16.8,8.0,0,2.6,23.8,21.2,8.0,0,2.916240707122625,4.9983176776811575,-2.0820769705585325,7.0,0.0,0,0,0,-6,0
131,2021-22,Round 12,Cardiff,Zebre,42,14,Cardiff Arms Park,2022-05-06,-16.6,18.6,35.2,7.0,0,-15.0,18.2,33.2,6.0,0,-10.922955925886969,-13.45410045688476,2.531144530997791,-1.6000000000000014,1.0,0,0,0,28,1
132,2021-22,Round 8,Ospreys,Dragons,50,31,Liberty Stadium,2022-05-08,-1.4,26.2,27.6,8.0,0,-19.2,19.6,38.8,8.0,0,-2.3606622421543606,-8.820554638634714,6.459892396480354,17.8,0.0,0,0,0,19,1
133,2021-22,Round 9,Dragons,Cardiff,18,19,Rodney Parade,2022-05-13,-16.0,21.8,37.8,5.0,0,-11.8,20.6,32.4,7.0,0,-9.474565398986678,-8.976070378986746,-0.4984950199999325,-4.199999999999999,-2.0,0,0,0,-1,0
134,2021-22,Round 9,Benetton,Zebre,39,17,Stadio Comunale di Monigo,2022-05-14,-20.4,22.8,43.2,14.0,1,-14.2,19.8,34.0,8.0,0,-6.782437246398584,-15.40098600378498,8.618548757386396,-6.199999999999999,6.0,0,0,0,22,1
135,2021-22,Round 18,Ulster,Sharks,24,21,Ravenhill Stadium,2022-05-20,-3.4,17.4,20.8,20.0,0,16.8,32.4,15.6,20.0,1,5.990109980625304,7.342266241891535,-1.3521562612662308,-20.2,0.0,1,0,0,3,1
136,2021-22,Round 18,Ospreys,Bulls,31,38,Liberty Stadium,2022-05-20,1.4,30.8,29.4,12.0,0,16.0,36.2,20.2,21.0,1,-1.706651481802396,6.591187608254187,-8.297839090056582,-14.6,-9.0,1,0,0,-7,0
137,2021-22,Round 18,Benetton,Cardiff,69,21,Stadio Comunale di Monigo,2022-05-20,-7.2,27.2,34.4,6.0,0,-8.6,20.4,29.0,7.0,0,-6.044292122137224,-8.325919880986739,2.281627758849514,1.3999999999999995,-1.0,0,0,0,48,1
138,2021-22,Round 18,Leinster,Munster,35,25,Aviva Stadium,2022-05-21,7.0,25.6,18.6,21.0,1,7.4,32.0,24.6,22.0,0,12.528371240206988,7.146670745334784,5.381700494872204,-0.40000000000000036,-1.0,0,0,0,10,1
139,2021-22,Round 18,Edinburgh,Glasgow,28,11,Murrayfield Stadium,2022-05-21,-1.2,17.2,18.4,21.0,0,0.0,24.4,24.4,22.0,1,1.9244484041784784,0.6560006625282844,1.268447741650194,-1.2,-1.0,0,0,0,17,1
140,2021-22,Round 18,Dragons,Lions,11,21,Rodney Parade,2022-05-21,-6.6,24.8,31.4,8.0,0,2.8,27.4,24.6,21.0,1,-10.124715896986686,-2.9250249510070097,-7.199690945979676,-9.399999999999999,-13.0,1,0,0,-10,0
141,2021-22,Round 18,Connacht,Zebre,22,20,Galway Sportsgrounds,2022-05-21,-19.6,18.2,37.8,21.0,1,-15.2,18.4,33.6,7.0,0,-3.31384221884706,-16.13913112804634,12.82528890919928,-4.400000000000002,14.0,0,0,0,2,1
142,2021-22,Round 18,Scarlets,Stormers,21,26,Parc y Scarlets,2022-05-21,8.0,37.0,29.0,21.0,0,10.6,24.6,14.0,21.0,1,-1.2654857832728623,7.666008580066755,-8.931494363339617,-2.5999999999999996,0.0,1,0,0,-5,0
143,2021-22,Quarter-finals,Ulster,Munster,36,17,Ravenhill Stadium,2022-06-03,-3.8,18.6,22.4,14.0,0,6.4,32.2,25.8,13.0,0,5.825325606751927,7.284840794822004,-1.4595151880700765,-10.2,1.0,0,0,1,19,1
144,2021-22,Quarter-finals,Stormers,Edinburgh,28,17,Cape Town Stadium,2022-06-04,11.0,25.2,14.2,14.0,1,4.8,19.4,14.6,14.0,1,7.872859143732794,2.897603630013459,4.975255513719334,6.2,0.0,1,0,1,11,1
145,2021-22,Quarter-finals,Bulls,Sharks,30,27,Loftus Versfeld,2022-06-04,10.4,32.8,22.4,15.0,1,19.4,35.6,16.2,15.0,1,7.061403699248529,7.507050615764911,-0.4456469165163819,-8.999999999999998,0.0,0,1,1,3,1
146,2021-22,Quarter-finals,Leinster,Glasgow,76,14,RDS Arena,2022-06-04,10.0,30.0,20.0,14.0,0,-6.0,20.6,26.6,14.0,0,12.390201190719768,-0.3171545633066963,12.707355754026464,16.0,0.0,0,0,1,62,1
147,2021-22,Semi-finals,Leinster,Bulls,26,27,RDS Arena,2022-06-10,15.0,36.2,21.2,6.0,0,7.4,32.0,24.6,6.0,1,13.519465615317122,6.805968390900167,6.713497224416955,7.6,0.0,1,0,1,-1,0
148,2021-22,Semi-finals,Stormers,Ulster,17,15,Cape Town Stadium,2022-06-11,10.0,25.0,15.0,7.0,0,0.6,21.8,21.2,8.0,1,7.87533359236086,7.271277125558935,0.604056466801925,9.4,-1.0,1,0,1,2,1
149,2021-22,Championship final,Stormers,Bulls,18,13,Cape Town Stadium,2022-06-18,10.0,24.6,14.6,7.0,0,8.0,34.0,26.0,8.0,1,7.414927945680668,8.177318113341864,-0.7623901676611959,2.0,-1.0,0,0,1,5,1
150,2022-23,Round 1,Benetton,Glasgow,33,11,Stadio Comunale di Monigo,2022-09-16,8.2,36.6,28.4,30.0,0,-17.6,17.8,35.4,30.0,0,-2.7107184286155226,-1.0124932915328348,-1.6982251370826877,25.8,0.0,0,0,0,22,1
151,2022-23,Round 1,Edinburgh,Dragons,44,6,The DAM Health Stadium,2022-09-17,-0.6,18.6,19.2,30.0,1,-10.8,19.4,30.2,30.0,0,2.0265904269697743,-7.703322761672102,9.729913188641877,10.200000000000001,0.0,0,0,0,38,1
152,2022-23,Round 1,Ulster,Connacht,36,10,Kingspan Stadium,2022-09-17,3.8,21.6,17.8,30.0,1,-9.6,21.0,30.6,30.0,0,5.412177940567389,-3.497459776836892,8.90963771740428,13.399999999999999,0.0,0,0,0,26,1
153,2022-23,Round 1,Scarlets,Ospreys,23,23,Parc y Scarlets,2022-09-17,4.0,34.2,30.2,30.0,0,6.0,34.0,28.0,30.0,0,-1.0306354428572304,-1.5238073009577162,0.4931718581004858,-2.0,0.0,0,0,0,0,0
154,2022-23,Round 1,Cardiff,Munster,20,13,Cardiff Arms Park,2022-09-17,-11.2,21.8,33.0,30.0,0,-3.2,25.4,28.6,30.0,0,-7.348429973571251,4.087222493210497,-11.435652466781747,-7.999999999999999,0.0,0,0,0,7,1
155,2022-23,Round 1,Lions,Bulls,15,31,Ellis Park Stadium,2022-09-17,-1.2,22.6,23.8,30.0,1,3.6,27.4,23.8,30.0,0,-1.4314958319234838,5.74075536760302,-7.172251199526504,-4.8,0.0,0,0,0,-16,0
156,2022-23,Round 1,Zebre,Leinster,29,33,Stadio Sergio Lanfranchi,2022-09-17,-10.0,20.0,30.0,30.0,0,11.8,34.6,22.8,30.0,0,-10.119621565988488,8.503681125012797,-18.623302691001285,-21.8,0.0,0,0,0,-4,0
157,2022-23,Round 2,Leinster,Benetton,42,10,RDS Arena,2022-09-23,13.6,36.6,23.0,6.0,0,13.4,39.8,26.4,7.0,0,7.641350855912668,-0.9408959149072538,8.582246770819921,0.1999999999999993,-1.0,0,0,0,32,1
158,2022-23,Round 2,Zebre,Sharks,37,42,Stadio Sergio Lanfranchi,2022-09-23,-10.2,20.6,30.8,6.0,0,9.2,30.8,21.6,30.0,1,-9.25729129688836,5.43374014687929,-14.691031443767649,-19.4,-24.0,1,0,0,-5,0
159,2022-23,Round 2,Glasgow,Cardiff,52,24,Scotstoun Stadium,2022-09-23,-27.6,12.0,39.6,7.0,0,-6.6,24.6,31.2,6.0,0,-2.782315805241104,-6.104864726893076,3.3225489216519715,-21.0,1.0,0,0,0,28,1
160,2022-23,Round 2,Ospreys,Lions,27,28,Swansea.com Stadium,2022-09-24,9.2,36.0,26.8,7.0,0,-5.6,22.6,28.2,7.0,1,-0.8744901151476676,-2.914270711970833,2.0397805968231655,14.799999999999999,0.0,1,0,0,-1,0
161,2022-23,Round 2,Stormers,Connacht,38,15,Danie Craven Stadium,2022-09-24,6.0,21.8,15.8,30.0,0,-7.4,21.4,28.8,7.0,1,5.173816873712751,-4.606496005096464,9.780312878809214,13.4,23.0,1,0,0,23,1
162,2022-23,Round 2,Bulls,Edinburgh,33,31,Loftus Versfeld Stadium,2022-09-24,4.4,27.8,23.4,7.0,0,8.2,25.6,17.4,7.0,1,7.22353024765037,3.453599108105587,3.769931139544783,-3.799999999999999,0.0,1,1,0,2,1
163,2022-23,Round 2,Scarlets,Ulster,39,55,Parc y Scarlets,2022-09-24,-3.0,29.0,32.0,7.0,0,10.4,25.4,15.0,7.0,0,-1.679952628667279,6.521214168826961,-8.20116679749424,-13.4,0.0,0,0,0,-16,0
164,2022-23,Round 2,Dragons,Munster,23,17,Rodney Parade,2022-09-25,-14.6,16.8,31.4,8.0,0,-1.6,24.2,25.8,8.0,0,-9.130331442807917,2.843657246532322,-11.973988689340239,-13.0,0.0,0,0,0,6,1
165,2022-23,Round 3,Bulls,Connacht,28,14,Loftus Versfeld Stadium,2022-09-30,3.4,26.8,23.4,6.0,0,-12.8,20.2,33.0,6.0,0,6.446537133695891,-5.328464717215542,11.775001850911433,16.2,0.0,1,1,0,14,1
166,2022-23,Round 3,Ulster,Leinster,13,20,Kingspan Stadium,2022-09-30,12.4,33.2,20.8,6.0,0,21.4,42.4,21.0,7.0,0,7.901097489077537,9.183126178830676,-1.2820286897531394,-8.999999999999998,-1.0,0,0,0,-7,0
167,2022-23,Round 3,Cardiff,Lions,18,31,Cardiff Arms Park,2022-09-30,-8.0,25.2,33.2,7.0,0,0.0,26.2,26.2,6.0,0,-7.972609834727878,-2.0102926522885167,-5.962317182439362,-8.0,1.0,1,0,0,-13,0
168,2022-23,Round 3,Stormers,Edinburgh,34,18,Cape Town Stadium,2022-10-01,9.2,25.4,16.2,7.0,0,7.2,26.0,18.8,7.0,0,5.895785585831829,4.230592222060065,1.6651933637717642,1.9999999999999991,0.0,1,0,0,16,1
169,2022-23,Round 3,Benetton,Scarlets,34,23,Stadio Comunale di Monigo,2022-10-01,10.4,36.0,25.6,8.0,0,-4.0,31.4,35.4,7.0,0,-2.4826712378252616,-3.059835948917855,0.5771647110925935,14.4,1.0,0,0,0,11,1
170,2022-23,Round 3,Ospreys,Glasgow,32,17,Swansea.com Stadium,2022-10-01,5.8,37.0,31.2,7.0,0,-17.0,21.0,38.0,8.0,0,-1.7784681748299844,-0.9145706974063008,-0.8638974774236836,22.8,-1.0,0,0,0,15,1
171,2022-23,Round 3,Munster,Zebre,21,5,Musgrave Park,2022-10-01,-4.2,22.8,27.0,6.0,0,-12.2,23.4,35.6,8.0,0,1.6462583775982982,-8.888188152511594,10.534446530109893,7.999999999999999,-2.0,0,0,0,16,1
172,2022-23,Round 3,Dragons,Sharks,19,20,Rodney Parade,2022-10-01,-12.4,17.8,30.2,6.0,0,4.8,31.8,27.0,8.0,0,-7.932932573873891,5.064637002502526,-12.997569576376417,-17.2,-2.0,1,0,0,-1,0
173,2022-23,Round 4,Edinburgh,Lions,19,22,The DAM Health Stadium,2022-10-07,5.2,27.6,22.4,6.0,1,3.2,26.4,23.2,7.0,0,3.3971115584372416,-0.7065243705324529,4.103635928969695,2.0,-1.0,1,0,0,-3,0
174,2022-23,Round 4,Connacht,Munster,20,11,The Sportsground,2022-10-07,-16.2,16.4,32.6,7.0,1,-5.2,18.6,23.8,6.0,0,-4.950964532124399,1.5928137245873089,-6.5437782567117075,-11.0,1.0,0,0,0,9,1
175,2022-23,Round 4,Glasgow,Bulls,35,21,Scotstoun Stadium,2022-10-08,-17.6,21.0,38.6,7.0,0,5.6,26.4,20.8,8.0,1,-1.9009604451486688,6.069036948604747,-7.969997393753416,-23.200000000000003,-1.0,1,0,0,14,1
176,2022-23,Round 4,Zebre,Stormers,20,37,Stadio Sergio Lanfranchi,2022-10-08,-9.8,21.6,31.4,7.0,0,11.4,27.0,15.6,7.0,1,-8.834743499500604,6.729266249454653,-15.564009748955257,-21.200000000000003,0.0,1,0,0,-17,0
177,2022-23,Round 4,Leinster,Sharks,54,34,RDS Arena,2022-10-08,20.8,39.4,18.6,8.0,0,4.0,30.2,26.2,7.0,0,10.354923309855362,4.464880044864884,5.890043264990478,16.8,1.0,1,0,0,20,1
178,2022-23,Round 4,Scarlets,Cardiff,10,16,Parc y Scarlets,2022-10-08,-10.0,28.4,38.4,7.0,0,-16.2,20.4,36.6,8.0,0,-3.502119477808596,-9.276378116483942,5.774258638675346,6.199999999999999,-1.0,0,0,0,-6,0
179,2022-23,Round 4,Ulster,Ospreys,47,17,Kingspan Stadium,2022-10-08,10.4,31.0,20.6,8.0,0,5.2,32.6,27.4,7.0,0,6.729300358052851,-0.792078427087616,7.521378785140467,5.2,1.0,0,0,0,30,1
180,2022-23,Round 4,Benetton,Dragons,34,14,Stadio Comunale di Monigo,2022-10-09,14.2,37.0,22.8,8.0,0,-8.8,15.4,24.2,8.0,0,-2.040387708934521,-7.333175616236249,5.2927879073017285,23.0,0.0,0,0,0,20,1
181,2022-23,Round 5,Ospreys,Stormers,16,16,Swansea.com Stadium,2022-10-14,-4.6,26.0,30.6,6.0,0,12.6,28.8,16.2,6.0,0,-2.4399405485735697,7.472865274559128,-9.912805823132697,-17.2,0.0,1,0,0,0,0
182,2022-23,Round 5,Connacht,Leinster,0,10,Galway Sportsgrounds,2022-10-14,-10.4,16.2,26.6,7.0,0,12.4,35.0,22.6,6.0,0,-3.996586706453228,11.165918983356317,-15.162505689809546,-22.8,1.0,0,0,0,-10,0
183,2022-23,Round 5,Lions,Ulster,37,39,Ellis Park Stadium,2022-10-15,2.2,23.4,21.2,8.0,1,12.6,33.2,20.6,7.0,1,0.6038392223645166,8.377162479538804,-7.773323257174287,-10.399999999999999,1.0,1,1,0,-2,0
184,2022-23,Round 5,Sharks,Glasgow,40,12,Kings Park Stadium,2022-10-15,-4.0,28.8,32.8,7.0,1,-11.4,25.8,37.2,7.0,1,3.653884371363932,-0.3039607057733275,3.9578450771372595,7.4,0.0,1,0,0,28,1
185,2022-23,Round 5,Cardiff,Dragons,31,14,Cardiff Arms Park,2022-10-15,-15.2,19.8,35.0,7.0,0,-12.6,14.6,27.2,6.0,0,-7.498952252616407,-8.203896825506076,0.7049445728896693,-2.5999999999999996,1.0,0,0,0,17,1
186,2022-23,Round 5,Edinburgh,Benetton,53,8,DAM Health Stadium,2022-10-15,1.2,25.8,24.6,8.0,0,13.8,36.0,22.2,6.0,0,2.086747965540272,-1.1696664996646935,3.2564144652049656,-12.600000000000001,2.0,0,0,0,45,1
187,2022-23,Round 5,Scarlets,Zebre,36,12,Parc y Scarlets,2022-10-15,-7.6,23.2,30.8,7.0,0,-8.8,22.2,31.0,7.0,0,-5.279545341676131,-9.57834252460508,4.29879718292895,1.200000000000001,0.0,0,0,0,24,1
188,2022-23,Round 5,Munster,Bulls,31,17,Thomond Park,2022-10-15,-5.0,15.8,20.8,8.0,0,2.6,25.2,22.6,7.0,0,0.6384358989161381,4.472037209229406,-3.8336013103132673,-7.6,1.0,1,0,0,14,1
189,2022-23,Round 6,Benetton,Bulls,22,44,Stadio Comunale di Monigo,2022-10-21,-4.8,23.8,28.6,6.0,0,0.8,26.0,25.2,6.0,0,-3.244025053144197,3.288677078198079,-6.532702131342276,-5.6,0.0,1,0,0,-22,0
190,2022-23,Round 6,Connacht,Scarlets,36,14,Galway Sportsgrounds,2022-10-21,-12.8,11.8,24.6,7.0,0,-1.8,26.2,28.0,6.0,0,-4.0803361374722735,-3.909425059969025,-0.17091107750324852,-11.0,1.0,0,0,0,22,1
191,2022-23,Round 6,Zebre,Edinburgh,19,38,Stadio Sergio Lanfranchi,2022-10-22,-13.2,20.6,33.8,7.0,0,12.4,33.0,20.6,7.0,0,-10.948462806312184,4.161106519019776,-15.109569325331961,-25.6,0.0,0,0,0,-19,0
192,2022-23,Round 6,Leinster,Munster,27,13,Aviva Stadium,2022-10-22,14.6,31.8,17.2,8.0,0,1.6,18.6,17.0,7.0,0,11.24966841437536,1.8217960299474647,9.427872384427896,13.0,1.0,0,0,0,14,1
193,2022-23,Round 6,Cardiff,Stormers,30,24,Cardiff Arms Park,2022-10-22,-2.2,21.8,24.0,7.0,0,12.2,28.6,16.4,8.0,0,-6.469446709905374,7.081584692245858,-13.551031402151231,-14.399999999999999,-1.0,1,0,0,6,1
194,2022-23,Round 6,Dragons,Ospreys,32,25,Rodney Parade,2022-10-23,-14.0,15.2,29.2,8.0,0,-3.2,23.0,26.2,9.0,0,-9.23340236821711,-2.0486599662603,-7.18474240195681,-10.8,-1.0,0,0,0,7,1
195,2022-23,Round 7,Scarlets,Leinster,5,35,Parc y Scarlets,2022-10-28,-6.2,24.4,30.6,7.0,0,16.6,30.6,14.0,6.0,0,-5.52651616771935,11.106881175932571,-16.63339734365192,-22.8,1.0,0,0,0,-30,0
196,2022-23,Round 7,Glasgow,Benetton,37,0,Scotstoun Stadium,2022-10-28,-4.6,25.4,30.0,13.0,1,-13.6,21.6,35.2,7.0,0,-2.108176198059602,-5.39075484000997,3.2825786419503684,9.0,6.0,0,0,0,37,1
197,2022-23,Round 7,Lions,Stormers,22,31,Ellis Park Stadium,2022-10-29,-0.2,26.6,26.8,14.0,0,10.0,29.8,19.8,7.0,1,0.5811715480819453,5.726481552030736,-5.145310003948791,-10.2,7.0,0,1,0,-9,0
198,2022-23,Round 7,Dragons,Zebre,47,7,Rodney Parade,2022-10-29,-5.0,20.4,25.4,6.0,0,-16.2,18.6,34.8,7.0,0,-8.41492812802143,-11.937505873778989,3.522577745757559,11.2,-1.0,0,0,0,40,1
199,2022-23,Round 7,Munster,Ulster,14,15,Thomond Park,2022-10-29,0.2,18.6,18.4,7.0,0,13.4,38.0,24.6,14.0,1,1.9645832683902544,8.399830153821375,-6.435246885431121,-13.200000000000001,-7.0,0,0,0,-1,0
200,2022-23,Round 7,Ospreys,Connacht,19,22,Swansea.com Stadium,2022-10-29,-4.6,23.4,28.0,6.0,0,-3.2,17.0,20.2,8.0,0,-2.8671342064559813,-2.4632450297219486,-0.4038891767340327,-1.3999999999999995,-2.0,0,0,0,-3,0
201,2022-23,Round 7,Bulls,Sharks,40,27,Loftus Versfeld,2022-10-30,2.0,28.6,26.6,9.0,1,2.2,32.6,30.4,15.0,0,5.435406865063852,5.458099863650206,-0.022692998586354207,-0.20000000000000018,-6.0,0,1,0,13,1
202,2022-23,Round 7,Cardiff,Edinburgh,17,25,Cardiff Arms Park,2022-10-30,-2.4,23.8,26.2,8.0,0,8.6,31.8,23.2,8.0,0,-5.11434356969025,5.15014958648658,-10.26449315617683,-11.0,0.0,0,0,0,-8,0
203,2022-23,Round 8,Ulster,Zebre,36,15,Kingspan Stadium,2022-11-25,8.4,33.8,25.4,27.0,0,-23.2,12.6,35.8,27.0,0,8.456305465278263,-13.985248099203233,22.441553564481495,31.6,0.0,0,0,0,21,1
204,2022-23,Round 8,Stormers,Scarlets,36,19,Cape Town Stadium,2022-11-25,7.2,28.4,21.2,27.0,0,-9.0,17.6,26.6,28.0,1,6.711950551635857,-7.463176433354159,14.175126984990015,16.2,-1.0,1,0,0,17,1
205,2022-23,Round 8,Munster,Connacht,24,17,Thomond Park,2022-11-26,1.2,18.0,16.8,28.0,0,2.0,18.4,16.4,28.0,0,1.9081079569333663,-1.6036339473953518,3.5117419043287184,-0.8,0.0,0,0,0,7,1
206,2022-23,Round 8,Benetton,Edinburgh,24,17,Stadio Comunale di Monigo,2022-11-26,-14.6,19.6,34.2,29.0,0,10.6,30.6,20.0,27.0,0,-7.462496975814933,5.523700270868897,-12.98619724668383,-25.2,2.0,0,0,0,7,1
207,2022-23,Round 8,Bulls,Ospreys,43,26,Loftus Versfeld Stadium,2022-11-26,4.2,30.0,25.8,27.0,0,-5.0,21.8,26.8,28.0,1,6.137676164922487,-3.726745288782578,9.864421453705065,9.2,-1.0,1,1,0,17,1
